LOG_DATE,INQ_CNT,LOG_CITY_NM,LOG_AREA_NM,PLC_ID,PLC_NM,ADDR,SKSN_CGR_LCLS_NM,SKSN_CGR_LCLS_CD,SKSN_CGR_SCLS_NM,SKSN_CGR_SCLS_CD
20210125,2,Busan,Busan,912937,청암골,전라북도 군산시 옥산면 산성로 199,한국음식,1,한정식,101
20210101,2,Busan,Busan,686769,신풍옥,전라북도 군산시 대학로 149-1,한국음식,1,한정식,101
20210121,2,Busan,Busan,1256885,구구족발,전라북도 군산시 문화로 52,한국음식,1,한정식,101
20210125,2,Busan,Busan,865853,더본감자탕,전라북도 군산시 공단대로 635,한국음식,1,한정식,101
20210110,2,Busan,Busan,890437,상평가든,전라북도 군산시 옥구읍 상평향교길 3-3,한국음식,1,한정식,101
20210131,2,Busan,Busan,398899,삼오정,전라북도 군산시 경포1길 14,한국음식,1,한정식,101
20210125,2,Busan,Busan,364335,군산향토음식관아리랑,전라북도 군산시 해망로 224,한국음식,1,한정식,101
20210116,2,Busan,Busan,723965,화진식당,전라북도 군산시 풍문안2길 47,한국음식,1,한정식,101
20210110,2,Busan,Busan,1258859,이가매생이수제비칼국수,전라북도 군산시 조촌안3길 19,한국음식,1,한정식,101
20210113,2,Busan,Busan,424672,놀부네집수송동,전라북도 군산시 수송안7길 24,한국음식,1,한정식,101
20210125,2,Busan,Busan,937850,신시도식당,전라북도 군산시 옥도면 신시도3길 36,한국음식,1,한정식,101
20210124,2,Busan,Busan,259705,모산방,전라북도 군산시 부원로 97-9,한국음식,1,한정식,101
20210126,2,Busan,Busan,1179252,남도밥상,전라북도 군산시 옥도면 선유북길 83,한국음식,1,한정식,101
20210113,2,Busan,Busan,865853,더본감자탕,전라북도 군산시 공단대로 635,한국음식,1,한정식,101
20210110,2,Busan,Busan,935406,미락식당,전라북도 군산시 산북로 148,한국음식,1,한정식,101
20210102,2,Busan,Busan,907590,군산꼬막,전라북도 군산시 의료원로 78,한국음식,1,한정식,101
20210122,2,Busan,Busan,865853,더본감자탕,전라북도 군산시 공단대로 635,한국음식,1,한정식,101
20210120,2,Busan,Busan,1256885,구구족발,전라북도 군산시 문화로 52,한국음식,1,한정식,101
20210128,2,Busan,Busan,899528,영일식당,전라북도 군산시 칠성3길 125,한국음식,1,한정식,101
20210104,2,Busan,Busan,1246071,4도C냉면&우동,전라북도 군산시 동메2길 32-4,한국음식,1,한정식,101
20210126,2,Busan,Busan,687931,전주영양돌솥밥,전라북도 군산시 하나운안1길 10,한국음식,1,한정식,101
20210130,2,Busan,Busan,145301,계곡가든꽃게장군산본부점,전라북도 군산시 개정면 금강로 470,한국음식,1,한정식,101
20210105,2,Busan,Busan,966326,군산의료원 외래식당,전라북도 군산시 의료원로 27,한국음식,1,한정식,101
20210117,2,Busan,Busan,398864,중앙식당,전라북도 군산시 해망로 146-27,한국음식,1,한정식,101
20210120,2,Busan,Busan,1034926,대패가1900 군산점,전라북도 군산시 의료원로 137,한국음식,1,삼겹살/목살,102
20210120,2,Busan,Busan,1007583,돼지사냥,전라북도 군산시 하신재길 8,한국음식,1,삼겹살/목살,102
20210118,2,Busan,Busan,925047,이모작숯불구이,전라북도 군산시 칠성로 141,한국음식,1,삼겹살/목살,102
20210116,2,Busan,Busan,1266620,다루 군산점,전라북도 군산시 해망로 89,한국음식,1,삼겹살/목살,102
20210131,2,Busan,Busan,1202560,매주육일,전라북도 군산시 궁포3로 5,한국음식,1,삼겹살/목살,102
20210102,2,Busan,Busan,1142846,동백집,전라북도 군산시 수송로 24,한국음식,1,삼겹살/목살,102
20210123,2,Busan,Busan,1266620,다루 군산점,전라북도 군산시 해망로 89,한국음식,1,삼겹살/목살,102
20210117,4,Busan,Busan,259711,양푼왕갈비감자탕나라,전라북도 군산시 나운동 855-1,한국음식,1,돼지갈비/갈매기살,103
20210113,2,Busan,Busan,259711,양푼왕갈비감자탕나라,전라북도 군산시 나운동 855-1,한국음식,1,돼지갈비/갈매기살,103
20210110,4,Busan,Busan,400462,명월갈비,전라북도 군산시 구영7길 59,한국음식,1,꽃등심/등심/육회,105
20210120,2,Busan,Busan,1162234,명작갈비한우,전라북도 군산시 월명1길 3,한국음식,1,꽃등심/등심/육회,105
20210102,2,Busan,Busan,919057,대방촌,전라북도 군산시 산북로 218,한국음식,1,오리 훈제/구이/로스/탕,106
20210105,2,Busan,Busan,840102,군산호미불닭발,전라북도 군산시 하나운로 122,한국음식,1,닭볶음탕/닭갈비/닭발,107
20210107,2,Busan,Busan,861142,신신불닭발,전라북도 군산시 나운안1길 7,한국음식,1,닭볶음탕/닭갈비/닭발,107
20210119,2,Busan,Busan,334966,거시기삼계탕,전라북도 군산시 성산면 동군산로 275,한국음식,1,삼계탕/백숙/찜닭,108
20210125,2,Busan,Busan,907762,송진휴게소,전라북도 군산시 백토로 265,한국음식,1,삼계탕/백숙/찜닭,108
20210130,2,Busan,Busan,375633,운정식당,전라북도 군산시 중정길 8-2,한국음식,1,삼계탕/백숙/찜닭,108
20210110,2,Busan,Busan,890455,임피닭집,전라북도 군산시 임피면 읍내리 229-4,한국음식,1,삼계탕/백숙/찜닭,108
20210110,2,Busan,Busan,890499,후계자농장닭집,전라북도 군산시 대야면 만경로 1934,한국음식,1,삼계탕/백숙/찜닭,108
20210126,2,Busan,Busan,1150505,심쿵 두마리 순살치킨,전라북도 군산시 하신2길 15,한국음식,1,치킨/훈제,109
20210111,2,Busan,Busan,1223679,푸라닭 군산나운점,전라북도 군산시 나운로 56,한국음식,1,치킨/훈제,109
20210122,2,Busan,Busan,406891,미원통닭,전라북도 군산시 수송안3길 10,한국음식,1,치킨/훈제,109
20210118,2,Busan,Busan,890531,모아통닭,전라북도 군산시 대야면 대야관통로 74,한국음식,1,치킨/훈제,109
20210120,2,Busan,Busan,761646,멕시카나치킨 나운점,전라북도 군산시 서수송안1길 19-3,한국음식,1,치킨/훈제,109
20210105,2,Busan,Busan,687142,BHC치킨 군산조촌점,전라북도 군산시 백릉로 56,한국음식,1,치킨/훈제,109
20210117,2,Busan,Busan,1223679,푸라닭 군산나운점,전라북도 군산시 나운로 56,한국음식,1,치킨/훈제,109
20210117,2,Busan,Busan,398947,솜리치킨나운수송점,전라북도 군산시 나운안길 27,한국음식,1,치킨/훈제,109
20210130,2,Busan,Busan,948967,BBQ치킨 군산산북소룡점,전라북도 군산시 칠성7길 96,한국음식,1,치킨/훈제,109
20210130,2,Busan,Busan,1253170,교촌치킨 미원점,전라북도 군산시 중앙로 43,한국음식,1,치킨/훈제,109
20210118,6,Busan,Busan,1077816,푸라닭 군산수송점,전라북도 군산시 동수송8길 7,한국음식,1,치킨/훈제,109
20210116,2,Busan,Busan,409258,BBQ치킨 군산수송스타점,전라북도 군산시 수송로 213,한국음식,1,치킨/훈제,109
20210108,4,Busan,Busan,687142,BHC치킨 군산조촌점,전라북도 군산시 백릉로 56,한국음식,1,치킨/훈제,109
20210104,2,Busan,Busan,386934,교촌치킨 경암조촌점,전라북도 군산시 궁포1로 24-5,한국음식,1,치킨/훈제,109
20210102,2,Busan,Busan,259718,나리곱창,전라북도 군산시 나운동 791-1,한국음식,1,곱창/양/대창/막창,111
20210114,2,Busan,Busan,759156,꼭지네연탄구이,전라북도 군산시 상나운로 8,한국음식,1,곱창/양/대창/막창,111
20210114,2,Busan,Busan,259718,나리곱창,전라북도 군산시 나운동 791-1,한국음식,1,곱창/양/대창/막창,111
20210114,2,Busan,Busan,1090092,대구반야월막창 수송점,전라북도 군산시 수송안11길 26,한국음식,1,곱창/양/대창/막창,111
20210130,2,Busan,Busan,762225,놀부보쌈&부대찌개 군산나운점,전라북도 군산시 하나운로 82,한국음식,1,족발/보쌈,112
20210126,2,Busan,Busan,1260905,부광족발 군산점,전라북도 군산시 구영7길 32-1,한국음식,1,족발/보쌈,112
20210121,2,Busan,Busan,1207669,잭아저씨족발&보쌈 군산지곡점,전라북도 군산시 신평3길 2,한국음식,1,족발/보쌈,112
20210128,6,Busan,Busan,1032267,가장맛있는족발 군산미장점,전라북도 군산시 미장10길 2,한국음식,1,족발/보쌈,112
20210103,2,Busan,Busan,1088690,놀부보쌈 군산나운점,전라북도 군산시 하나운로 82,한국음식,1,족발/보쌈,112
20210126,2,Busan,Busan,1034982,우일아귀찜,전라북도 군산시 축동로 173,한국음식,1,해물탕/해물요리/꽃게,113
20210101,4,Busan,Busan,364336,군산복집,전라북도 군산시 구영7길 15,한국음식,1,해물탕/해물요리/꽃게,113
20210121,2,Busan,Busan,686724,일력생선,전라북도 군산시 구영5길 66-6,한국음식,1,해물탕/해물요리/꽃게,113
20210131,2,Busan,Busan,687088,선미집,전라북도 군산시 양안로 47,한국음식,1,해물탕/해물요리/꽃게,113
20210115,4,Busan,Busan,260042,원조군산아구,전라북도 군산시 경촌2길 36-6,한국음식,1,해물탕/해물요리/꽃게,113
20210115,2,Busan,Busan,936443,아귀자리,전라북도 군산시 산북로 216,한국음식,1,해물탕/해물요리/꽃게,113
20210124,2,Busan,Busan,1078014,해물명태나라,전라북도 군산시 나운안2길 5-4,한국음식,1,해물탕/해물요리/꽃게,113
20210111,2,Busan,Busan,260019,대전집,전라북도 군산시 거석길 41 에이지플러스,한국음식,1,해물탕/해물요리/꽃게,113
20210124,2,Busan,Busan,686724,일력생선,전라북도 군산시 구영5길 66-6,한국음식,1,해물탕/해물요리/꽃게,113
20210115,2,Busan,Busan,940682,김정호 동태찌개,전라북도 군산시 칠성안1길 46,한국음식,1,해물탕/해물요리/꽃게,113
20210104,2,Busan,Busan,890312,김영숙동태탕,전라북도 군산시 새만금북로 271,한국음식,1,해물탕/해물요리/꽃게,113
20210130,2,Busan,Busan,687088,선미집,전라북도 군산시 양안로 47,한국음식,1,해물탕/해물요리/꽃게,113
20210120,2,Busan,Busan,696117,송강식당,전라북도 군산시 구영6길 122,한국음식,1,해물탕/해물요리/꽃게,113
20210126,2,Busan,Busan,890312,김영숙동태탕,전라북도 군산시 새만금북로 271,한국음식,1,해물탕/해물요리/꽃게,113
20210110,2,Busan,Busan,364338,유락식당,전라북도 군산시 해망로 146-25 유락,한국음식,1,해물탕/해물요리/꽃게,113
20210124,2,Busan,Busan,364336,군산복집,전라북도 군산시 구영7길 15,한국음식,1,해물탕/해물요리/꽃게,113
20210130,2,Busan,Busan,765665,바다생선구이,전라북도 군산시 대학로 51-3,한국음식,1,해물탕/해물요리/꽃게,113
20210117,2,Busan,Busan,906663,청기와아구북찜,전라북도 군산시 조촌4길 24-4,한국음식,1,해물탕/해물요리/꽃게,113
20210129,2,Busan,Busan,364339,유성꽃게장,전라북도 군산시 동수송8길 18,한국음식,1,해물탕/해물요리/꽃게,113
20210113,2,Busan,Busan,936443,아귀자리,전라북도 군산시 산북로 216,한국음식,1,해물탕/해물요리/꽃게,113
20210130,2,Busan,Busan,260020,일풍식당 ,전라북도 군산시 서흥1길 9,한국음식,1,해물탕/해물요리/꽃게,113
20210117,2,Busan,Busan,336165,내갈비,전라북도 군산시 나운동 864-5,한국음식,1,설렁탕/곰탕/도가니탕,114
20210107,2,Busan,Busan,762603,여주팥칼국수,전라북도 군산시 백토로 120,한국음식,1,라면/칼국수/국수/수제비,115
20210117,2,Busan,Busan,1092749,서천굴칼국수,전라북도 군산시 구영6길 138,한국음식,1,라면/칼국수/국수/수제비,115
20210102,2,Busan,Busan,704815,류대감생합칼국수,전라북도 군산시 신평안길 46-10,한국음식,1,라면/칼국수/국수/수제비,115
20210101,2,Busan,Busan,399023,새만금소문난해물칼국수,전라북도 군산시 비응동로 63,한국음식,1,라면/칼국수/국수/수제비,115
20210119,2,Busan,Busan,1164484,뽀대찌개 군산본점,전라북도 군산시 궁포1로 24-9,한국음식,1,찌개/전골/국/탕,116
20210129,2,Busan,Busan,259707,한일옥,전라북도 군산시 구영3길 63,한국음식,1,찌개/전골/국/탕,116
20210114,2,Busan,Busan,259707,한일옥,전라북도 군산시 구영3길 63,한국음식,1,찌개/전골/국/탕,116
20210120,2,Busan,Busan,990525,문파전,전라북도 군산시 소룡안1길 39,한국음식,1,파전/모듬전/빈대떡,117
20210126,2,Busan,Busan,686868,서진해물곱돌솥밥,전라북도 군산시 구영6길 72,한국음식,1,비빔밥/돌솥밥/쌈밥,118
20210130,2,Busan,Busan,259715,옹고집쌈밥,전라북도 군산시 나포면 서왕길 34,한국음식,1,비빔밥/돌솥밥/쌈밥,118
20210113,2,Busan,Busan,686868,서진해물곱돌솥밥,전라북도 군산시 구영6길 72,한국음식,1,비빔밥/돌솥밥/쌈밥,118
20210130,2,Busan,Busan,398942,콩깍지콩나물국밥,전라북도 군산시 나운4길 9,한국음식,1,해장국/국밥,119
20210130,2,Busan,Busan,260048,일해옥,전라북도 군산시 구영7길 19,한국음식,1,해장국/국밥,119
20210117,2,Busan,Busan,434541,나들목,전라북도 군산시 구영6길 83,한국음식,1,해장국/국밥,119
20210123,2,Busan,Busan,869249,일신옥,전라북도 군산시 구영7길 20,한국음식,1,해장국/국밥,119
20210114,2,Busan,Busan,260051,일흥옥,전라북도 군산시 월명동 6-10,한국음식,1,해장국/국밥,119
20210104,2,Busan,Busan,890442,옥구소머리국밥,전라북도 군산시 옥구읍 옥구로 15,한국음식,1,해장국/국밥,119
20210117,2,Busan,Busan,260051,일흥옥,전라북도 군산시 월명동 6-10,한국음식,1,해장국/국밥,119
20210115,2,Busan,Busan,890179,토속왕순대,전라북도 군산시 황룡로 57,한국음식,1,순대국,120
20210119,2,Busan,Busan,687125,군산순대국,전라북도 군산시 경촌안3길 1-5,한국음식,1,순대국,120
20210102,2,Busan,Busan,400509,군산순대국밥,전라북도 군산시 미제길 31,한국음식,1,순대국,120
20210124,2,Busan,Busan,400509,군산순대국밥,전라북도 군산시 미제길 31,한국음식,1,순대국,120
20210101,2,Busan,Busan,260046,장어골숯불구이,전라북도 군산시 미장7길 11,한국음식,1,장어구이/꼼장어,123
20210113,2,Busan,Busan,687307,안골장어구이,전라북도 군산시 문화로 49,한국음식,1,장어구이/꼼장어,123
20210127,4,Busan,Busan,1124744,금강호숯불민물장어,전라북도 군산시 경암1길 8,한국음식,1,장어구이/꼼장어,123
20210101,2,Busan,Busan,687307,안골장어구이,전라북도 군산시 문화로 49,한국음식,1,장어구이/꼼장어,123
20210120,2,Busan,Busan,398825,군산활어회센타,전라북도 군산시 문화로 41,한국음식,1,회,125
20210117,2,Busan,Busan,259704,군산횟집,전라북도 군산시 내항2길 173,한국음식,1,회,125
20210130,4,Busan,Busan,387960,새만금횟집,전라북도 군산시 비응안7길 13,한국음식,1,회,125
20210122,2,Busan,Busan,385998,바다회집 현대코아점,전라북도 군산시 문화안길 11,한국음식,1,회,125
20210126,4,Busan,Busan,1055665,군산진,전라북도 군산시 옥도면 선유북길 107,한국음식,1,회,125
20210123,2,Busan,Busan,364331,청산횟집,전라북도 군산시 남수송5길 8-8,한국음식,1,회,125
20210123,2,Busan,Busan,874761,일품회집,전라북도 군산시 문화로 194,한국음식,1,회,125
20210126,2,Busan,Busan,1099324,선유도활어회직판장&차림상,전라북도 군산시 옥도면 선유북길 119,한국음식,1,회,125
20210126,2,Busan,Busan,1202539,선유횟집,전라북도 군산시 옥도면 선유북길 125-1,한국음식,1,회,125
20210130,2,Busan,Busan,259704,군산횟집,전라북도 군산시 내항2길 173,한국음식,1,회,125
20210117,2,Busan,Busan,410363,일번지장어,전라북도 군산시 부곡5길 18,한국음식,1,회,125
20210128,2,Busan,Busan,398825,군산활어회센타,전라북도 군산시 문화로 41,한국음식,1,회,125
20210106,2,Busan,Busan,385998,바다회집 현대코아점,전라북도 군산시 문화안길 11,한국음식,1,회,125
20210120,2,Busan,Busan,387960,새만금횟집,전라북도 군산시 비응안7길 13,한국음식,1,회,125
20210130,2,Busan,Busan,398987,은파24시세꼬시,전라북도 군산시 칠성6길 7,한국음식,1,회,125
20210115,2,Busan,Busan,259704,군산횟집,전라북도 군산시 내항2길 173,한국음식,1,회,125
20210105,2,Busan,Busan,259704,군산횟집,전라북도 군산시 내항2길 173,한국음식,1,회,125
20210124,2,Busan,Busan,364331,청산횟집,전라북도 군산시 남수송5길 8-8,한국음식,1,회,125
20210102,2,Busan,Busan,890589,야미도횟집,전라북도 군산시 옥도면 야미도리 108,한국음식,1,회,125
20210122,2,Busan,Busan,1189127,찹쌀로망,전라북도 군산시 상신안길 32,한국음식,1,떡,130
20210112,2,Busan,Busan,738198,부자떡집,전라북도 군산시 수송로 56,한국음식,1,떡,130
20210113,2,Busan,Busan,934844,새만금모싯잎송편,전라북도 군산시 서당길 10,한국음식,1,떡,130
20210112,4,Busan,Busan,841038,떡보의하루 수송점,전라북도 군산시 수송동로 61,한국음식,1,떡,130
20210127,2,Busan,Busan,807647,떡포유,전라북도 군산시 대학로 60-1,한국음식,1,떡,130
20210114,2,Busan,Busan,647941,전주떡집,전라북도 군산시 구암3.1로 13-1,한국음식,1,떡,130
20210119,2,Busan,Busan,934844,새만금모싯잎송편,전라북도 군산시 서당길 10,한국음식,1,떡,130
20210112,2,Busan,Busan,647935,이화떡집,전라북도 군산시 하나운로 82,한국음식,1,떡,130
20210128,2,Busan,Busan,929080,정담떡방,전라북도 군산시 미제4길 1,한국음식,1,떡,130
20210107,4,Busan,Busan,934844,새만금모싯잎송편,전라북도 군산시 서당길 10,한국음식,1,떡,130
20210112,2,Busan,Busan,644407,떡보의하루 나운점,전라북도 군산시 나운1길 36,한국음식,1,떡,130
20210104,4,Busan,Busan,934844,새만금모싯잎송편,전라북도 군산시 서당길 10,한국음식,1,떡,130
20210112,4,Busan,Busan,763324,이조복떡,전라북도 군산시 나운로 26,한국음식,1,떡,130
20210112,2,Busan,Busan,880381,명가떡집,전라북도 군산시 칠성안2길 94-5,한국음식,1,떡,130
20210114,2,Busan,Busan,420516,본죽 군산수송점,전라북도 군산시 월명로 255,한국음식,1,죽,131
20210121,2,Busan,Busan,420516,본죽 군산수송점,전라북도 군산시 월명로 255,한국음식,1,죽,131
20210106,2,Busan,Busan,447512,본죽 군산소룡점,전라북도 군산시 공단대로 563,한국음식,1,죽,131
20210110,2,Busan,Busan,984206,본죽&비빔밥 군산미장지구점,전라북도 군산시 수송로 289,한국음식,1,죽,131
20210115,2,Busan,Busan,1209355,동양스낵,전라북도 군산시 대명동 385-31,한국음식,1,떡볶이/순대/튀김/만두,132
20210108,6,Busan,Busan,890233,김밥생각소룡점,전라북도 군산시 동아로 163,한국음식,1,떡볶이/순대/튀김/만두,132
20210105,2,Busan,Busan,1209355,동양스낵,전라북도 군산시 대명동 385-31,한국음식,1,떡볶이/순대/튀김/만두,132
20210129,2,Busan,Busan,1217218,퍼니런치,전라북도 군산시 신금길 18,한국음식,1,떡볶이/순대/튀김/만두,132
20210129,2,Busan,Busan,1064831,돌돌이꼬마김밥 군산점,전라북도 군산시 미장안길 54,한국음식,1,떡볶이/순대/튀김/만두,132
20210103,2,Busan,Busan,719253,본도시락 군산수송점,전라북도 군산시 월명로 215,한국음식,1,떡볶이/순대/튀김/만두,132
20210119,2,Busan,Busan,1105060,명인만두 롯데마트군산점,전라북도 군산시 수송로 185,한국음식,1,떡볶이/순대/튀김/만두,132
20210130,2,Busan,Busan,399093,탱탱만두,전라북도 군산시 백토로 111 나운2동우체국,한국음식,1,떡볶이/순대/튀김/만두,132
20210116,2,Busan,Busan,1083438,청춘감성쌀핫도그 군산미룡점,전라북도 군산시 황룡안길 50,한국음식,1,떡볶이/순대/튀김/만두,132
20210104,2,Busan,Busan,806673,맛나슈퍼 전북군산점,전라북도 군산시 동수송안길 12-5,나이트라이프,4,포장마차,403
20210118,2,Busan,Busan,1067889,처가집포차,전라북도 군산시 신평길 33-2,나이트라이프,4,포장마차,403
20210114,2,Busan,Busan,1066005,째보식당,전라북도 군산시 구영3길 47,나이트라이프,4,실내포장마차,404
20210106,2,Busan,Busan,1122306,통북어랑맥주랑,전라북도 군산시 축동로 112,나이트라이프,4,맥주/호프,407
20210129,2,Busan,Busan,1033767,역전할머니맥주 군산미장2호점,전라북도 군산시 미장9길 1,나이트라이프,4,맥주/호프,407
20210123,2,Busan,Busan,1099516,크라운호프 군산지곡점,전라북도 군산시 신지길 63,나이트라이프,4,맥주/호프,407
20210122,2,Busan,Busan,1099516,크라운호프 군산지곡점,전라북도 군산시 신지길 63,나이트라이프,4,맥주/호프,407
20210111,2,Busan,Busan,1078400,크라운호프 군산수송점,전라북도 군산시 동수송6길 9,나이트라이프,4,맥주/호프,407
20210118,2,Busan,Busan,986567,바 세컨드 룸,전라북도 군산시 동수송2길 7,나이트라이프,4,바,410
20210128,2,Busan,Busan,410622,청기와야식,전라북도 군산시 상지곡안4길 31,한국음식,1,그밖에또다른것,199
20210114,2,Busan,Busan,1160629,군산불곱창,전라북도 군산시 미장1길 40,한국음식,1,그밖에또다른것,199
20210109,6,Busan,Busan,410622,청기와야식,전라북도 군산시 상지곡안4길 31,한국음식,1,그밖에또다른것,199
20210105,2,Busan,Busan,912213,도깨비야식,전라북도 군산시 상지곡안4길 31,한국음식,1,그밖에또다른것,199
20210122,2,Busan,Busan,444363,장금이야식,전라북도 군산시 월명로 389,한국음식,1,그밖에또다른것,199
20210109,2,Busan,Busan,154848,중동호떡,전라북도 군산시 서래로 52,한국음식,1,그밖에또다른것,199
20210120,2,Busan,Busan,1160629,군산불곱창,전라북도 군산시 미장1길 40,한국음식,1,그밖에또다른것,199
20210126,2,Busan,Busan,1201211,효니왕타코,전라북도 군산시 지곡동 417-1,세계음식,2,일본음식/초밥,201
20210114,2,Busan,Busan,127396,서울소바,전라북도 군산시 수송안길 7,세계음식,2,일본음식/초밥,201
20210127,2,Busan,Busan,1166691,월명일식,전라북도 군산시 해망로 10,세계음식,2,일본음식/초밥,201
20210101,2,Busan,Busan,259726,빈해원,전라북도 군산시 동령길 57,세계음식,2,중국음식,202
20210117,2,Busan,Busan,873355,만다린,전라북도 군산시 공단대로 449,세계음식,2,중국음식,202
20210105,2,Busan,Busan,259708,지린성,전라북도 군산시 미원로 87,세계음식,2,중국음식,202
20210101,2,Busan,Busan,215766,쌍용반점,전라북도 군산시 내항2길 121,세계음식,2,중국음식,202
20210115,2,Busan,Busan,259700,복성루,전라북도 군산시 월명로 382,세계음식,2,중국음식,202
20210122,4,Busan,Busan,259700,복성루,전라북도 군산시 월명로 382,세계음식,2,중국음식,202
20210120,2,Busan,Busan,946223,서수반점,전라북도 군산시 서수면 항쟁로 210,세계음식,2,중국음식,202
20210118,2,Busan,Busan,890318,현대반점,전라북도 군산시 산단남북로 224,세계음식,2,중국음식,202
20210117,2,Busan,Busan,259700,복성루,전라북도 군산시 월명로 382,세계음식,2,중국음식,202
20210116,2,Busan,Busan,1233769,메이란,전라북도 군산시 조촌3길 19,세계음식,2,중국음식,202
20210117,2,Busan,Busan,890318,현대반점,전라북도 군산시 산단남북로 224,세계음식,2,중국음식,202
20210131,2,Busan,Busan,259708,지린성,전라북도 군산시 미원로 87,세계음식,2,중국음식,202
