LOG_DATE,INQ_CNT,LOG_CITY_NM,LOG_AREA_NM,PLC_ID,PLC_NM,ADDR,SKSN_CGR_LCLS_NM,SKSN_CGR_LCLS_CD,SKSN_CGR_SCLS_NM,SKSN_CGR_SCLS_CD
20210207,2,Busan,Busan,874790,수송아구,전라북도 군산시 부곡1길 75,한국음식,1,해물탕/해물요리/꽃게,113
20210210,2,Busan,Busan,890539,탑천전주매운탕,전라북도 군산시 대야면 광교리 222,한국음식,1,해물탕/해물요리/꽃게,113
20210201,2,Busan,Busan,364336,군산복집,전라북도 군산시 구영7길 15,한국음식,1,해물탕/해물요리/꽃게,113
20210213,2,Busan,Busan,364327,몽실정,전라북도 군산시 조촌동 900-11,한국음식,1,해물탕/해물요리/꽃게,113
20210215,2,Busan,Busan,364336,군산복집,전라북도 군산시 구영7길 15,한국음식,1,해물탕/해물요리/꽃게,113
20210214,2,Busan,Busan,364327,몽실정,전라북도 군산시 조촌동 900-11,한국음식,1,해물탕/해물요리/꽃게,113
20210219,2,Busan,Busan,260042,원조군산아구,전라북도 군산시 경촌2길 36-6,한국음식,1,해물탕/해물요리/꽃게,113
20210203,2,Busan,Busan,364337,대가꽃게장,전라북도 군산시 개정면 금강로 466,한국음식,1,해물탕/해물요리/꽃게,113
20210201,2,Busan,Busan,364337,대가꽃게장,전라북도 군산시 개정면 금강로 466,한국음식,1,해물탕/해물요리/꽃게,113
20210203,2,Busan,Busan,260042,원조군산아구,전라북도 군산시 경촌2길 36-6,한국음식,1,해물탕/해물요리/꽃게,113
20210214,2,Busan,Busan,364337,대가꽃게장,전라북도 군산시 개정면 금강로 466,한국음식,1,해물탕/해물요리/꽃게,113
20210201,2,Busan,Busan,364339,유성꽃게장,전라북도 군산시 동수송8길 18,한국음식,1,해물탕/해물요리/꽃게,113
20210216,2,Busan,Busan,398949,고래설렁탕,전라북도 군산시 나운로 117,한국음식,1,설렁탕/곰탕/도가니탕,114
20210219,2,Busan,Busan,916358,명동국수,전라북도 군산시 조촌4길 27,한국음식,1,라면/칼국수/국수/수제비,115
20210208,4,Busan,Busan,434123,장미칼국수,전라북도 군산시 큰샘길 26,한국음식,1,라면/칼국수/국수/수제비,115
20210204,2,Busan,Busan,278604,장미칼국수직영점,전라북도 군산시 수송남로 20,한국음식,1,라면/칼국수/국수/수제비,115
20210205,10,Busan,Busan,434123,장미칼국수,전라북도 군산시 큰샘길 26,한국음식,1,라면/칼국수/국수/수제비,115
20210220,2,Busan,Busan,399023,새만금소문난해물칼국수,전라북도 군산시 비응동로 63,한국음식,1,라면/칼국수/국수/수제비,115
20210210,4,Busan,Busan,434123,장미칼국수,전라북도 군산시 큰샘길 26,한국음식,1,라면/칼국수/국수/수제비,115
20210207,6,Busan,Busan,434123,장미칼국수,전라북도 군산시 큰샘길 26,한국음식,1,라면/칼국수/국수/수제비,115
20210206,2,Busan,Busan,434123,장미칼국수,전라북도 군산시 큰샘길 26,한국음식,1,라면/칼국수/국수/수제비,115
20210222,2,Busan,Busan,259707,한일옥,전라북도 군산시 구영3길 63,한국음식,1,찌개/전골/국/탕,116
20210211,2,Busan,Busan,259707,한일옥,전라북도 군산시 구영3길 63,한국음식,1,찌개/전골/국/탕,116
20210214,2,Busan,Busan,259707,한일옥,전라북도 군산시 구영3길 63,한국음식,1,찌개/전골/국/탕,116
20210226,2,Busan,Busan,259707,한일옥,전라북도 군산시 구영3길 63,한국음식,1,찌개/전골/국/탕,116
20210219,2,Busan,Busan,259707,한일옥,전라북도 군산시 구영3길 63,한국음식,1,찌개/전골/국/탕,116
20210202,4,Busan,Busan,890349,땅개촌,전라북도 군산시 칠성3길 123,한국음식,1,찌개/전골/국/탕,116
20210228,2,Busan,Busan,259707,한일옥,전라북도 군산시 구영3길 63,한국음식,1,찌개/전골/국/탕,116
20210219,2,Busan,Busan,259715,옹고집쌈밥,전라북도 군산시 나포면 서왕길 34,한국음식,1,비빔밥/돌솥밥/쌈밥,118
20210214,2,Busan,Busan,259715,옹고집쌈밥,전라북도 군산시 나포면 서왕길 34,한국음식,1,비빔밥/돌솥밥/쌈밥,118
20210204,4,Busan,Busan,259715,옹고집쌈밥,전라북도 군산시 나포면 서왕길 34,한국음식,1,비빔밥/돌솥밥/쌈밥,118
20210211,2,Busan,Busan,259715,옹고집쌈밥,전라북도 군산시 나포면 서왕길 34,한국음식,1,비빔밥/돌솥밥/쌈밥,118
20210228,2,Busan,Busan,259715,옹고집쌈밥,전라북도 군산시 나포면 서왕길 34,한국음식,1,비빔밥/돌솥밥/쌈밥,118
20210225,2,Busan,Busan,869199,24시전주명가콩나물국밥 군산나운점,전라북도 군산시 공단대로 387,한국음식,1,해장국/국밥,119
20210201,2,Busan,Busan,260048,일해옥,전라북도 군산시 구영7길 19,한국음식,1,해장국/국밥,119
20210204,2,Busan,Busan,869199,24시전주명가콩나물국밥 군산나운점,전라북도 군산시 공단대로 387,한국음식,1,해장국/국밥,119
20210207,2,Busan,Busan,400509,군산순대국밥,전라북도 군산시 미제길 31,한국음식,1,순대국,120
20210225,2,Busan,Busan,637936,한마당순대,전라북도 군산시 상나운안길 13,한국음식,1,순대국,120
20210219,8,Busan,Busan,450654,본래순대 군산나운점,전라북도 군산시 부곡4길 3,한국음식,1,순대국,120
20210208,2,Busan,Busan,687656,군산감자탕,전라북도 군산시 풍전6길 17,한국음식,1,감자탕,121
20210223,2,Busan,Busan,398908,이바돔감자탕 군산수송점,전라북도 군산시 월명로 255,한국음식,1,감자탕,121
20210217,2,Busan,Busan,687307,안골장어구이,전라북도 군산시 문화로 49,한국음식,1,장어구이/꼼장어,123
20210226,2,Busan,Busan,1202539,선유횟집,전라북도 군산시 옥도면 선유북길 125-1,한국음식,1,회,125
20210201,2,Busan,Busan,259704,군산횟집,전라북도 군산시 내항2길 173,한국음식,1,회,125
20210220,2,Busan,Busan,686696,어청도횟집,전라북도 군산시 내항2길 216,한국음식,1,회,125
20210214,2,Busan,Busan,1058999,고래섬식당,전라북도 군산시 옥도면 선유도3길 50,한국음식,1,회,125
20210212,2,Busan,Busan,259704,군산횟집,전라북도 군산시 내항2길 173,한국음식,1,회,125
20210216,2,Busan,Busan,874762,장춘횟집,전라북도 군산시 비응남로 1 해변의집,한국음식,1,회,125
20210227,4,Busan,Busan,259704,군산횟집,전라북도 군산시 내항2길 173,한국음식,1,회,125
20210226,2,Busan,Busan,1203257,마레,전라북도 군산시 미장서로 98,한국음식,1,회,125
20210218,6,Busan,Busan,398825,군산활어회센타,전라북도 군산시 문화로 41,한국음식,1,회,125
20210212,2,Busan,Busan,958318,군산활어회시장,전라북도 군산시 양안로 19,한국음식,1,회,125
20210209,2,Busan,Busan,1208620,일억조횟집2호점,전라북도 군산시 비응남로 21,한국음식,1,회,125
20210218,2,Busan,Busan,879096,태평양회집,전라북도 군산시 비응로 35,한국음식,1,회,125
20210206,2,Busan,Busan,398825,군산활어회센타,전라북도 군산시 문화로 41,한국음식,1,회,125
20210206,2,Busan,Busan,958318,군산활어회시장,전라북도 군산시 양안로 19,한국음식,1,회,125
20210201,2,Busan,Busan,993866,골목집,전라북도 군산시 계산로 87-8,한국음식,1,회,125
20210208,2,Busan,Busan,364331,청산횟집,전라북도 군산시 남수송5길 8-8,한국음식,1,회,125
20210201,2,Busan,Busan,259720,압강옥,전라북도 군산시 삼수길 46,한국음식,1,냉면,128
20210213,2,Busan,Busan,1110950,회현떡방아간,전라북도 군산시 회현면 회현초교2길 28-9,한국음식,1,떡,130
20210204,2,Busan,Busan,419646,떡뜰,전라북도 군산시 수송안9길 12,한국음식,1,떡,130
20210207,2,Busan,Busan,890448,옥산한과,전라북도 군산시 옥산면 여로2길 27,한국음식,1,떡,130
20210206,2,Busan,Busan,647989,떡향,전라북도 군산시 월명로 255,한국음식,1,떡,130
20210203,2,Busan,Busan,647955,풍년민속떡집,전라북도 군산시 나운4길 29-4,한국음식,1,떡,130
20210220,2,Busan,Busan,934844,새만금모싯잎송편,전라북도 군산시 서당길 10,한국음식,1,떡,130
20210214,12,Busan,Busan,425605,풍년보리심떡집,전라북도 군산시 옥산면 백석로 54,한국음식,1,떡,130
20210217,2,Busan,Busan,929080,정담떡방,전라북도 군산시 미제4길 1,한국음식,1,떡,130
20210204,2,Busan,Busan,647941,전주떡집,전라북도 군산시 구암3.1로 13-1,한국음식,1,떡,130
20210207,2,Busan,Busan,647955,풍년민속떡집,전라북도 군산시 나운4길 29-4,한국음식,1,떡,130
20210212,2,Busan,Busan,1110950,회현떡방아간,전라북도 군산시 회현면 회현초교2길 28-9,한국음식,1,떡,130
20210212,4,Busan,Busan,799027,빚은 군산수송점,전라북도 군산시 월명로 216,한국음식,1,떡,130
20210212,2,Busan,Busan,420516,본죽 군산수송점,전라북도 군산시 월명로 255,한국음식,1,죽,131
20210219,2,Busan,Busan,820777,본죽&비빔밥cafe 동군산병원점,전라북도 군산시 조촌로 149,한국음식,1,죽,131
20210221,2,Busan,Busan,458042,본죽&비빔밥cafe 군산지곡점,전라북도 군산시 백토로 231,한국음식,1,죽,131
20210227,2,Busan,Busan,364467,안젤라분식,전라북도 군산시 구영5길 118-14,한국음식,1,떡볶이/순대/튀김/만두,132
20210217,2,Busan,Busan,632904,불티나분식,전라북도 군산시 백릉로 102,한국음식,1,떡볶이/순대/튀김/만두,132
20210206,2,Busan,Busan,398906,김밥명가,전라북도 군산시 축동안길 40,한국음식,1,떡볶이/순대/튀김/만두,132
20210225,2,Busan,Busan,1033751,신참떡볶이 군산나운점,전라북도 군산시 백토로 198,한국음식,1,떡볶이/순대/튀김/만두,132
20210219,2,Busan,Busan,364467,안젤라분식,전라북도 군산시 구영5길 118-14,한국음식,1,떡볶이/순대/튀김/만두,132
20210206,2,Busan,Busan,846250,송촌꼬마김밥 군산점,전라북도 군산시 축동로 21,한국음식,1,떡볶이/순대/튀김/만두,132
20210220,2,Busan,Busan,399093,탱탱만두,전라북도 군산시 백토로 111 나운2동우체국,한국음식,1,떡볶이/순대/튀김/만두,132
20210228,2,Busan,Busan,399093,탱탱만두,전라북도 군산시 백토로 111 나운2동우체국,한국음식,1,떡볶이/순대/튀김/만두,132
20210228,2,Busan,Busan,983136,김밥킹 군산대점,전라북도 군산시 미룡로 9,한국음식,1,떡볶이/순대/튀김/만두,132
20210206,2,Busan,Busan,1251593,군산꼬마김밥,전라북도 군산시 해망로 449,한국음식,1,떡볶이/순대/튀김/만두,132
20210206,2,Busan,Busan,1164319,고봉민김밥인 미룡점,전라북도 군산시 황룡안길 50,한국음식,1,떡볶이/순대/튀김/만두,132
20210206,2,Busan,Busan,1080762,신포우리만두 군산롯데몰점,전라북도 군산시 궁포1로 24-5,한국음식,1,떡볶이/순대/튀김/만두,132
20210228,1,Busan,Busan,288570,투다리 나운점,전라북도 군산시 나운동 489,나이트라이프,4,소주,401
20210201,2,Busan,Busan,1066005,째보식당,전라북도 군산시 구영3길 47,나이트라이프,4,실내포장마차,404
20210201,2,Busan,Busan,1212549,앙팡테리블,전라북도 군산시 창성1길 7,나이트라이프,4,바,410
20210201,2,Busan,Busan,986567,바 세컨드 룸,전라북도 군산시 동수송2길 7,나이트라이프,4,바,410
20210203,2,Busan,Busan,154848,중동호떡,전라북도 군산시 서래로 52,한국음식,1,그밖에또다른것,199
20210227,2,Busan,Busan,984941,동인동양푼찜갈비,전라북도 군산시 나운안1길 24,한국음식,1,그밖에또다른것,199
20210228,2,Busan,Busan,154848,중동호떡,전라북도 군산시 서래로 52,한국음식,1,그밖에또다른것,199
20210217,2,Busan,Busan,410622,청기와야식,전라북도 군산시 상지곡안4길 31,한국음식,1,그밖에또다른것,199
20210228,8,Busan,Busan,1110220,대정칼국수,전라북도 군산시 구영7길 34-1,세계음식,2,일본음식/초밥,201
20210221,2,Busan,Busan,398845,유정초밥,전라북도 군산시 대학로 6-4,세계음식,2,일본음식/초밥,201
20210204,4,Busan,Busan,447142,노조미생라멘,전라북도 군산시 효자길 31-1,세계음식,2,일본음식/초밥,201
20210223,3,Busan,Busan,430567,돈부리야,전라북도 군산시 나운안1길 9-5,세계음식,2,일본음식/초밥,201
20210207,2,Busan,Busan,1166691,월명일식,전라북도 군산시 해망로 10,세계음식,2,일본음식/초밥,201
20210204,2,Busan,Busan,630783,치쿠린,전라북도 군산시 미제2길 26,세계음식,2,일본음식/초밥,201
20210228,4,Busan,Busan,259700,복성루,전라북도 군산시 월명로 382,세계음식,2,중국음식,202
20210201,2,Busan,Busan,215766,쌍용반점,전라북도 군산시 내항2길 121,세계음식,2,중국음식,202
20210216,2,Busan,Busan,1221667,산북짬뽕,전라북도 군산시 칠성로 101,세계음식,2,중국음식,202
20210228,2,Busan,Busan,480518,대북경,전라북도 군산시 신평1길 3,세계음식,2,중국음식,202
20210214,2,Busan,Busan,259730,용해장 ,전라북도 군산시 지곡동 499-11,세계음식,2,중국음식,202
20210213,2,Busan,Busan,215766,쌍용반점,전라북도 군산시 내항2길 121,세계음식,2,중국음식,202
20210214,4,Busan,Busan,398842,국제반점,전라북도 군산시 구영6길 100,세계음식,2,중국음식,202
20210214,2,Busan,Busan,259700,복성루,전라북도 군산시 월명로 382,세계음식,2,중국음식,202
20210213,2,Busan,Busan,1143491,차이나중화요리,전라북도 군산시 성산면 식천3길 2,세계음식,2,중국음식,202
20210221,2,Busan,Busan,916948,대동반점,전라북도 군산시 개정면 번영로 727,세계음식,2,중국음식,202
20210222,2,Busan,Busan,438045,이비가짬뽕 미장점,전라북도 군산시 공단대로 85,세계음식,2,중국음식,202
20210202,2,Busan,Busan,215766,쌍용반점,전라북도 군산시 내항2길 121,세계음식,2,중국음식,202
20210221,2,Busan,Busan,1254484,중화요리찬찬,전라북도 군산시 경암1길 8,세계음식,2,중국음식,202
20210205,2,Busan,Busan,259726,빈해원,전라북도 군산시 동령길 57,세계음식,2,중국음식,202
20210211,2,Busan,Busan,398842,국제반점,전라북도 군산시 구영6길 100,세계음식,2,중국음식,202
20210227,3,Busan,Busan,259708,지린성,전라북도 군산시 미원로 87,세계음식,2,중국음식,202
20210209,2,Busan,Busan,946602,탕수리아,전라북도 군산시 미제길 21,세계음식,2,중국음식,202
20210213,2,Busan,Busan,398842,국제반점,전라북도 군산시 구영6길 100,세계음식,2,중국음식,202
20210203,2,Busan,Busan,259708,지린성,전라북도 군산시 미원로 87,세계음식,2,중국음식,202
